f1                   f2                    f3                 f4        class label
5.91             3.09              3.74             1.17             1
6.26	2.72	5.36	1.64	2
5.92	2.90	5.27	2.00	2
7.28	3.22	5.97	1.74	2
5.59	2.99	5.62	1.90	2
6.66	2.83	6.07	1.90	2
6.34	3.25	6.40	2.26	2
6.45	2.77	5.79	2.04	2
5.33	2.98	6.04	2.27	2
6.84	2.44	5.61	2.08	2
6.76	2.38	4.79	2.06	2
6.10	2.72	5.47	1.37	2
6.73	2.86	5.00	1.83	2
6.25	3.08	5.55	2.59	2
6.90	3.29	5.85	2.01	2
6.49	2.78	5.45	1.83	2
5.76	2.79	6.48	1.89	2
6.84	2.93	5.12	1.48	2
6.95	3.27	6.48	2.17	2
6.08	2.85	5.35	1.78	2
6.90	3.14	5.31	1.99	2
6.55	3.14	5.89	2.33	2
7.01	2.93	5.53	2.43	2
6.64	2.96	5.67	1.53	2
6.85	2.81	5.40	2.47	2
7.05	2.34	5.92	2.30	2
7.58	2.32	6.85	1.69	2
7.04	3.57	5.03	1.26	2
